Security,MCD US Equity ,,SBUX US Equity,,YUM US Equity,,CMG US Equity,,QSR US Equity,,YUMC US Equity,,DRI  US Equity,,DPZ  US Equity,,DNKN  US Equity,,WEN US Equity,,CAKE US Equity,
Start Date,40817,,40817,,40817,,40817,,40817,,40817,,40817,,40817,,40817,,2011/10/1,,40817,
End Date,44001,,44001,,44001,,44001,,44001,,44001,,44001,,44001,,44001,,2020/6/19,,44001,
Period,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,,D,
Currency,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,,USD,
,,,,,,,,,,,,,,,,,,,,,,
Date,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME,PX_LAST,PX_VOLUME
2013/2/13,94,6663199,27.915,7024916,46.3143,3999959,317.01,605608,,,,,41.0642,2659106,45.47,938951,37.26,1131019,5.25,4473665,33.51,1346428
2013/2/12,95.1,4527080,28.13,8665592,46.5588,4935111,322.51,353599,,,,,41.9149,1330572,46.53,443863,37.26,1162334,5.28,5050375,34.24,669405
2013/2/11,95.17,3557598,28.07,5457554,46.4149,5352531,323.56,453220,,,,,42.1567,1365607,46.81,354659,37.61,2167575,5.2,14288202,34.16,570786
2013/2/8,94.87,5331906,28.185,7146296,46.9542,7190151,320.72,403264,,,,,42.4074,1417982,46.73,744602,37.02,1105007,5.02,3291445,34.41,477549
2013/2/7,94.63,5619682,27.93,9123432,45.7103,6844071,318.45,793386,,,,,42.3626,2137643,46.5,411597,36.35,1177119,5.03,2935550,34.41,843998
2013/2/6,95.07,4482623,28.025,7449194,45.2501,9061639,322.46,1938889,,,,,42.3716,2106713,46.76,572534,36.41,829651,5.05,3019887,34.34,737621
2013/2/5,94.91,4953199,28.1,8152442,44.6389,29144286,305.01,1283992,,,,,41.9417,2194745,46.72,276355,36.3,1104227,5.1,2053278,34.01,850915
2013/2/4,94.6,5933405,28.045,7927856,45.9763,10501609,310.19,628478,,,,,42.0223,3391437,46.68,668785,36.63,1292322,5.11,1352645,33.54,519409
2013/2/1,95.95,5485346,28.43,9607082,47.4072,4691190,312.71,535921,,,,,41.9417,2598102,47.77,597963,36.71,2737813,5.13,2270259,33.8,870501
2013/1/31,95.29,5747425,28.06,10585648,46.6954,5130117,307.01,448280,,,,,41.6373,1801117,46.57,389115,36.51,4804523,5.14,1851443,33.16,1029424
2013/1/30,94.67,4659564,28,13148374,46.192,11511473,308.36,381468,,,,,41.7179,2156490,46.37,299829,35.78,1511762,5.14,2079559,32.95,763720
2013/1/29,94.92,4931108,27.8,12092558,46.192,4885659,310.01,406029,,,,,41.1806,1024461,46.47,302471,35.98,1019163,5.13,2514046,33.14,522634
2013/1/28,94.36,4564695,28.01,13226662,46.4437,7591517,311.69,680369,,,,,41.1,1520982,46.2,330548,36.55,508397,5.15,2494612,33.19,707714
2013/1/25,93.72,5461535,28.405,30799266,46.4725,8409840,303.48,797866,,,,,41.0732,1755060,46.4,520986,36.85,716796,5.17,2878085,33.23,1092517
2013/1/24,93.31,5157190,27.285,23473426,47.738,3853152,299.62,389729,,,,,41.0195,2144922,46.65,381428,36.45,770650,5.13,2321705,33.17,820195
2013/1/23,93.48,9368002,27.23,10919690,47.5295,4811299,293.74,398381,,,,,40.7419,1049495,46.66,439736,35.83,622077,5.15,2575988,33.1,622974
2013/1/22,92.95,6967679,27.495,11971388,46.947,4131339,294.23,720073,,,,,41.0732,1809005,46.94,833778,36.22,1240904,5.18,2964364,33.43,696475
2013/1/18,92.26,5580907,27.405,13091626,46.8464,4501726,295.02,785922,,,,,40.6344,1241506,46.05,567466,35.74,1146559,5.1,4275216,33.4,757379
2013/1/17,91.76,4045442,27.25,9013104,47.0261,5683015,290.33,1931251,,,,,40.6434,1363646,45.46,474042,35.05,905740,5.09,2589578,33.32,665694
2013/1/16,91.1,2925728,27.175,8918836,47.4216,3030058,280.94,3029597,,,,,40.6165,1333207,44.95,307945,34.89,1847986,5.08,8500538,33.14,597368
2013/1/15,91.51,3910316,27.24,13148808,47.7236,2680439,297.32,219205,,,,,40.5897,1479540,45.08,387057,34.02,688669,4.9,3430968,33.1,935761
2013/1/14,91.53,3828926,27.335,11596246,47.5654,3482451,295.97,288542,,,,,39.9718,1518732,45.19,281369,34.05,1410593,4.85,1778305,33.37,888080
2013/1/11,91.73,3692537,27.505,13302446,48.0832,3981094,300,471214,,,,,40.2225,2058570,45.16,248070,34.36,1144329,4.82,2118840,33.67,565469
2013/1/10,91.4,4395112,27.27,14368486,47.6373,4972180,298.41,438031,,,,,40.5091,1614835,44.96,564675,34.78,1453822,4.8,2177274,33.79,453871
2013/1/9,90.81,4822394,27.315,16679432,46.6091,7453417,294.03,442336,,,,,41.0105,1826753,45.41,408274,34.97,1869278,4.79,1865617,33.67,444338
2013/1/8,90.94,6286318,27.81,9613248,46.7673,12408121,297.76,368845,,,,,40.5717,1820029,45.63,580103,34.11,467357,4.7399,2570142,33.58,602678
2013/1/7,90.91,5821767,27.8602,8721148,48.8166,3802550,299.59,385804,,,,,41.2254,1814970,45.49,217093,34.39,929237,4.79,2543714,33.92,542834
2013/1/4,89.849,5374382,27.845,10911658,49.1258,2719375,300.18,368266,,,,,41.6015,2663699,45.31,431289,33.77,464478,4.76,4928268,34.69,841804
2013/1/3,90.63,5473827,27.685,14670382,48.5937,2627253,300.95,472985,,,,,40.1509,1810879,44.61,391543,33.8,999874,4.75,3978386,33.8001,795369
2013/1/2,90.12,7378290,27.5,13268930,48.2917,4379805,301.06,491525,,,,,40.6523,1743721,45.48,775366,33.46,776558,4.7,3698997,33.04,1006019
2012/12/31,88.21,6237535,26.815,9247528,47.7452,3338682,297.46,499618,,,,,40.3568,1686076,43.55,426099,33.18,783830,4.7,3393060,32.71,694023
2012/12/28,87.58,3725945,26.32,6793126,46.5372,2804120,290.53,450994,,,,,39.7927,1903164,42.63,346811,32.35,414624,4.73,2163177,32.37,454971
2012/12/27,88.72,4576562,26.62,9167294,47.0693,3356109,295.32,546407,,,,,39.9808,1492220,43.28,481786,32.39,471505,4.72,3234140,32.73,576261
2012/12/26,88.74,3054760,26.565,6094482,46.7673,2899468,289.03,414969,,,,,39.8644,1007017,42.81,484785,32.35,447874,4.7,1706173,32.82,414667
2012/12/24,89.29,2375013,26.845,3405948,46.7457,2695811,294.08,232356,,,,,40.1688,666189,42.72,103810,32.9,236618,4.76,619011,32.97,209767
2012/12/21,90.18,10732991,26.8,22153716,45.9332,11996797,292.52,783681,,,,,40.4106,3048271,42.9,541910,32.83,916031,4.76,5744611,32.86,992762
2012/12/20,90.04,4299087,27.105,9798870,47.8099,6050466,288.79,402048,,,,,40.715,3044408,43.46,545899,33.04,735200,4.8,3228526,33.35,716096
2012/12/19,89.71,5153251,27.135,14239544,48.2917,7849075,288.89,533171,,,,,41.9149,1475666,42.64,513751,33.0015,982332,4.81,3233991,33.63,538960
2012/12/18,90.52,5340444,27.17,15381582,49.6507,5259160,293.46,825211,,,,,42.291,2548284,42.85,532738,32.82,925369,4.8,1562749,33.63,746578
2012/12/17,89.91,5961941,27.29,16115152,49.6651,3675745,286.68,671199,,,,,41.9776,1619565,42.56,342774,32.61,803858,4.78,1914008,33.45,540112
2012/12/14,88.88,4364214,26.68,9656466,48.8238,3785032,277.25,316698,,,,,41.6015,2037654,42.14,222514,31.66,661061,4.71,2555514,33.17,527125
2012/12/13,89.17,4639627,26.59,14360430,48.7519,4267669,277.65,714277,,,,,41.118,2682265,42.14,450495,32.03,423908,4.73,2405474,33.35,461705
2012/12/12,89.308,4219515,26.7992,18559172,48.6368,3600595,275.51,694201,,,,,41.0105,3490818,42.06,566801,32.22,1046920,4.72,5027519,33.12,384318
2012/12/11,89.62,7333180,26.595,15012122,48.5505,4260646,274.05,526074,,,,,41.4672,2189713,42.4,469035,32.11,1436529,4.74,3112709,33.18,602788
2012/12/10,89.41,9277273,26.48,14849258,47.6373,4088117,272.92,454642,,,,,41.9149,1887692,41.82,516613,31.43,512519,4.74,2448732,33.14,479632
2012/12/7,88.48,8086701,26.82,21247896,47.6733,3918401,268.61,342623,,,,,41.7806,1734802,41.77,444866,31.44,932133,4.71,2910463,33.09,436690
2012/12/6,88.09,6580156,26.85,49866082,48.1191,4877833,266.51,419585,,,,,42.1208,1949702,41.36,278312,31.02,792963,4.755,3275747,33,601628
2012/12/5,86.97,5357618,25.395,27640018,47.3857,3744961,264.97,570179,,,,,42.2641,2343359,40.78,448220,31.06,661776,4.75,2857183,32.92,784259
2012/12/4,87.2,6109627,25.56,12306160,47.3785,5880168,271.51,890581,,,,,42.4432,10528014,41.05,644848,31.1779,1348488,4.69,4095526,32.8,2746481
2012/12/3,87.06,6638959,25.8946,13775928,48.0256,6151664,263.75,375951,,,,,46.9382,1129452,41.6,429266,31.65,1666028,4.61,1629202,34.06,723340
2012/11/30,87.04,7373605,25.935,12001696,48.2342,18710647,263.78,523145,,,,,47.3501,1490561,41.6,681293,31.82,3006807,4.66,2440921,34.19,671168
2012/11/29,86.49,4873951,25.9,12832504,53.548,3011083,266.8,477591,,,,,48.0396,892334,42,388561,31.81,923757,4.68,1936495,34.87,578019
2012/11/28,86.52,7159905,25.685,10904462,53.1309,2556611,266.51,774326,,,,,48.2187,1199606,41.79,763410,31.69,1096987,4.73,2709165,34.88,937848
2012/11/27,85.92,4633625,25.1051,10808440,53.0662,1900248,261.59,1090349,,,,,47.4128,818032,41.36,339708,31.46,2325656,4.65,2222417,34.75,668581
2012/11/26,86.24,5619627,25.445,7802280,52.944,2587050,270.67,600157,,,,,47.6725,911322,41.52,379979,30.99,1811215,4.69,3581307,34.71,502489
2012/11/23,87.05,2474400,25.595,4949252,53.21,1936347,274.34,206263,,,,,47.9321,458313,41.69,184241,30.49,353242,4.69,1455791,34.48,168433
2012/11/21,86.01,3900767,25.255,8090420,52.8721,2733925,275.46,637760,,,,,47.0725,730145,41.26,186136,30.44,771796,4.6,2038510,34.18,247060
2012/11/20,85.68,5822717,25.03,10971492,52.0523,3149123,268.46,699413,,,,,47.0009,1352285,40.98,275665,30.04,779670,4.5,1708095,33.95,386455
2012/11/19,85.04,5560386,24.87,12670376,52.7211,1947138,270.26,589029,,,,,46.4726,981345,40.89,370500,30.01,1029634,4.53,2789885,33.97,536010
2012/11/16,84.12,6909388,24.38,18605202,51.6928,3503629,262.76,675546,,,,,45.5951,992364,40,783274,29.85,907129,4.43,4670706,33.32,566918
2012/11/15,84.05,7639606,24.215,15780318,51.1319,2309301,260.3,620992,,,,,45.2011,1262443,39.8,709441,29.78,1599228,4.31,3964080,33.04,1054189
2012/11/14,84.62,8158969,24.42,22025842,51.2758,3773688,256.54,590185,,,,,45.0757,806994,39.81,631366,29.13,1270835,4.355,4302111,32.73,565030
2012/11/13,84.64,4842306,25.155,9823796,52.2752,2603480,262.13,534683,,,,,45.8906,575308,40.24,457122,30.05,769773,4.37,3115554,33.61,570256
2012/11/12,84.88,4101949,25.34,9688830,52.3184,2965316,263.56,611818,,,,,45.998,814869,40.11,352970,30.41,575575,4.335,3128927,33.42,372211
2012/11/9,84.74,11030494,25.48,14356596,51.7503,3147488,259.52,903446,,,,,46.2129,943413,39.84,628805,30.35,823947,4.45,5976614,33.26,502037
2012/11/8,85.13,11398983,25.43,15437914,51.1535,3044969,261.36,1181757,,,,,45.9801,1399000,39.9,469516,30.36,886692,4.39,11220216,33.12,632730
2012/11/7,86.86,5971886,25.9048,19534876,51.6856,2592513,272.86,1061857,,,,,47.2248,1694454,40.51,475768,30.97,660260,4.26,3861738,33.54,804605
2012/11/6,87.97,5581555,25.8551,16162666,52.5988,2521005,279.69,1282340,,,,,48.4157,1281494,41.01,604158,31.6,857892,4.35,1739573,34.29,465502
2012/11/5,87.46,5039653,25.505,20255150,51.9804,2196141,265.2,475500,,,,,47.4665,1409934,41.11,554277,31.54,975556,4.3014,1963887,33.98,721403
2012/11/2,86.86,7909748,25.42,54966960,51.8582,3051355,262.32,769651,,,,,47.1263,1659294,40.52,657928,31.14,1230165,4.31,1652697,33.66,1111523
2012/11/1,86.8,7376694,23.3098,25082372,52.3615,4778214,263.25,1096465,,,,,47.6367,953956,40.76,846990,31.01,788354,4.34,4092219,33.55,813030
2012/10/31,86.8,6899283,22.95,17869238,50.4129,2129957,254.53,741273,,,,,47.1173,800550,40.62,443318,31,1431898,4.26,2524092,33.07,650500
2012/10/26,86.71,7684562,22.935,21732664,50.2619,2145823,251.52,1209265,,,,,47.0457,1136794,40.49,328037,30.92,1089549,4.16,2721138,32.66,750274
2012/10/25,87.33,4979817,23.125,23510042,50.4704,2521855,248.01,1653365,,,,,47.1531,1074177,40.59,720149,31.37,3320722,4.28,2986926,32.99,1721349
2012/10/24,87.28,6498524,22.6307,17443782,50.2835,2757931,242.82,1840646,,,,,46.7233,2203327,40.31,469740,30.81,3108804,4.14,1321572,32.76,1909508
2012/10/23,87.96,7763957,22.4858,22449412,50.341,3091784,236.24,1810835,,,,,47.8605,987044,40.38,1015878,31.61,1679786,4.15,1590227,33.62,610121
2012/10/22,88.45,8142830,22.65,16498450,50.4704,2073694,237.5,2035821,,,,,48.0486,975692,40.45,744802,31.74,1105199,4.17,1904697,33.64,843027
2012/10/19,88.72,19497050,22.8425,36767604,50.3985,4487391,243,6349872,,,,,48.2008,1727322,40.17,1016926,32.33,2548797,4.19,2276193,33.73,1376801
2012/10/18,92.86,6818092,23.705,19688146,51.8366,3493182,285.93,2103719,,,,,49.4365,820929,41.1,827352,32.32,691747,4.31,1240143,34.805,501240
2012/10/17,93.68,5623861,24.195,14531704,51.3045,2698289,290,673244,,,,,49.338,812863,41.2,1360285,32.66,523960,4.29,1219055,34.93,671421
2012/10/16,94.09,4678944,24.48,17480934,51.0169,3397369,291.9,738869,,,,,49.4723,1075891,41.16,4534984,32.63,1288519,4.27,952937,34.63,575830
2012/10/15,93.5,5630883,23.835,13587558,50.9234,4067106,295.14,1001369,,,,,48.5142,1262705,38.24,795026,32.58,2779691,4.26,1418633,34.58,1109010
2012/10/12,92.51,3411134,23.59,17033444,49.9383,2929986,290.47,927236,,,,,48.6664,698541,37.7,427041,31.6,919349,4.21,3969785,34.46,417004
2012/10/11,92.36,4274314,23.58,17288698,50.2835,7015731,286.36,1196863,,,,,48.747,1002426,37.74,316783,31.16,1030182,4.21,1701104,34.51,420565
2012/10/10,92.4,6712096,23.475,22044862,51.0457,18932654,286.62,717235,,,,,48.9619,769192,37.31,592862,30.6,896813,4.21,1121314,34.48,496905
2012/10/9,92.11,7050324,23.675,24292580,47.4863,5717855,286.74,1109292,,,,,49.0156,1221355,38.08,643361,30.64,981650,4.21,1619608,34.2,543083
2012/10/8,91.54,3894837,24.38,15495870,48.1335,3334864,286.56,1313139,,,,,49.338,1040239,37.8,536431,30.58,419871,4.24,6044003,34.76,581171
2012/10/5,91,4166152,24.37,17919432,47.4576,3724665,280.93,2418546,,,,,49.329,1292847,37.78,294109,30.75,3364072,4.2,1951850,34.75,1393403
2012/10/4,91.03,4478222,24.55,24816980,47.7955,2190485,294.01,1083290,,,,,50.1797,1132921,37.82,388176,29.81,736435,4.235,1825651,35.72,727792
2012/10/3,90.35,6337600,24.745,15040388,47.7596,1992385,300.67,941564,,,,,49.8573,1277785,37.79,310486,29.73,2282075,4.27,2146951,35.28,1043264
2012/10/2,90.93,5979884,24.65,21861912,47.7812,3792050,302.96,3393260,,,,,49.6693,1236617,37.74,637373,28.96,1160259,4.28,2814990,35.49,651233
2012/10/1,91.99,4940600,25.0725,15437578,48.4786,3558927,316.13,522452,,,,,49.7946,1281832,38.24,990240,28.9916,1306276,4.25,9085556,35.71,812519
2012/9/28,91.75,9525295,25.355,16058416,47.7021,4604642,317.54,673675,,,,,49.92,1400230,37.7,829687,29.195,1217122,4.525,2445222,35.75,809146
2012/9/27,93.27,3840376,25.5175,11754396,48.6296,3444631,320.31,691441,,,,,50.0454,1126948,37.75,1557996,29.365,1190846,4.55,3978418,35.55,345279
2012/9/26,93.2,4391987,25.05,13971690,47.8459,2532135,318.81,916903,,,,,49.9379,993091,36.31,1120146,29.69,2229263,4.61,3119479,35.32,350242
2012/9/25,92.86,4714666,25.2625,14178742,47.9753,3206649,323.47,787739,,,,,50.0095,1887227,35.89,1214618,29.45,1130657,4.615,4964452,35.385,550200
2012/9/24,93.71,3722109,25.58,9268540,49.0683,1789228,333.02,393629,,,,,50.708,1620054,35.39,519271,30.25,1927559,4.57,2233196,35.81,458207
2012/9/21,93.71,7249950,25.535,18128612,49.2696,3711798,336.4,652998,,,,,51.2273,3688669,34.69,671656,30.81,2213460,4.565,5371480,35.82,1577257
2012/9/20,93.15,3981761,25.595,18044832,49.0323,2853465,338.89,562896,,,,,48.9977,2268634,34.5,274155,30.4,1118240,4.54,2163811,35.57,728844
2012/9/19,92.83,3980353,25.0555,14277010,48.7734,3082119,343.25,470502,,,,,49.5171,1659922,34.44,428530,30.62,1101588,4.51,2900751,35.75,1438967
2012/9/18,93.08,5272908,24.625,17069294,48.04,2861882,341.54,594867,,,,,49.1141,1343473,33.93,523415,30.5,1175379,4.42,3652764,35.29,588668
2012/9/17,92.14,5294641,24.83,21955586,47.8459,4690368,346.82,1104084,,,,,48.7828,1857225,34.19,726966,30.15,959099,4.41,2972759,34.99,598939
2012/9/14,91.7,6395754,25.23,24167308,47.8602,4534874,336.45,880313,,,,,48.3888,1834319,34.17,889735,30.18,2161861,4.58,1971167,35.05,593402
2012/9/13,91.57,5666762,25.86,11352718,48.3276,2276811,340.8,740660,,,,,49.0962,1913033,35.1,632529,30.26,1288220,4.555,1947654,35.09,570182
2012/9/12,90.82,5364489,25.585,11277670,48.0256,3940325,337.89,831431,,,,,48.8723,1541956,35.08,834774,30.3,1616880,4.53,2261580,34.81,614685
2012/9/11,91.2,5595902,25.365,13460098,48.0688,4736680,332.51,1175257,,,,,48.2455,1408310,35.77,331439,30.36,2334242,4.45,1681418,34.46,453055
2012/9/10,91.3,5008206,25.415,13784334,47.5511,3874878,332.81,1538378,,,,,48.2993,982386,36.09,199185,29.33,1308241,4.395,2908106,34.64,559116
2012/9/7,91.02,4889557,25.585,10289152,47.2778,3885271,326.35,2143899,,,,,47.8963,981118,36.16,265479,29.57,1539240,4.45,3297476,34.82,618211
2012/9/6,90.67,5925150,25.42,11364700,46.077,3895963,302.33,943447,,,,,47.9232,1126859,35.95,322907,29.27,1494850,4.465,2556714,34.535,560689
2012/9/5,89.06,3597774,24.9,12976246,45.5449,2510115,288.57,603091,,,,,46.6248,1025484,35.33,364321,28.93,1306208,4.42,2645802,34.16,1192120
2012/9/4,89.05,4287038,24.755,10806410,45.286,2557749,285.99,455794,,,,,46.3472,1247730,35.74,351854,29.04,1069242,4.32,1792489,33.7,626828
2012/8/31,89.49,6064496,24.805,11868038,45.8181,2429788,288.64,510074,,,,,46.5174,938391,35.44,232673,29.13,1693811,4.27,1780415,33.21,422546
2012/8/30,88.7,4567862,24.855,15918260,45.5593,1945832,290.03,427003,,,,,46.7412,1134346,35.57,242060,28.91,2550907,4.31,1428006,33.36,421712
2012/8/29,89.65,4292260,24.585,12302884,45.9476,1786746,293.24,336424,,,,,46.992,835754,36.19,390794,29.14,2574544,4.37,787321,33.47,513591
2012/8/28,89.14,4429460,24.68,13325412,45.8613,2235245,294.07,280278,,,,,46.6427,912960,36.01,344858,29.25,3239587,4.35,2285809,33.29,431493
2012/8/27,89.54,4313710,24.57,16089664,45.9619,3291907,292.95,404806,,,,,46.7144,1034134,36.01,499706,28.7,3335671,4.36,2147440,33.1,374118
2012/8/24,88.92,3508500,24.35,18157466,46.041,4125548,295,631240,,,,,46.8755,1110994,35.54,299013,28.24,1949618,4.37,7085057,33.14,511772
2012/8/23,88.25,3005826,23.95,13075746,46.5012,2874702,291.99,538207,,,,,46.0697,1978367,35.03,581416,28.16,3261283,4.26,3566848,33.08,303483
2012/8/22,88.55,4269702,24.06,11818300,46.947,2500817,297,313783,,,,,47.3233,917769,35.41,390443,28.71,3858534,4.33,976880,33.44,242595
2012/8/21,88.52,4414307,24.045,14280082,47.17,4051978,296.97,557290,,,,,47.5919,1218896,35.57,352872,29.54,3798861,4.35,1803068,33.5,368607
2012/8/20,88.17,4824574,24.025,12297624,46.868,2865431,299,589960,,,,,47.8695,1035089,35.84,509185,30.33,1536654,4.35,2182121,33.38,582286
2012/8/17,87.36,6704279,24.11,17089652,47.5295,3600386,299.1,731473,,,,,48.2366,961214,36.05,822055,30.9,1975662,4.37,2285479,33.67,512816
2012/8/16,87.46,5567957,24.2,19389376,47.5511,2885156,299.79,705467,,,,,48.2097,1207694,35.35,846971,31.07,1303367,4.39,1837201,33.345,467070
2012/8/15,87.81,4346242,24.05,29410498,47.3857,4156486,297.98,650707,,,,,47.7799,1250294,34.22,447719,30.86,1566524,4.4,4212074,33.25,619566
2012/8/14,88.12,3828360,23.215,14132134,47.6373,5327536,296.83,568774,,,,,47.8157,1404568,33.78,532668,30.5,1563484,4.38,3269611,32.61,392117
2012/8/13,87.9,4309083,23.055,16786036,48.1551,1943470,292.77,377075,,,,,47.3412,1023277,34.05,312551,30.43,2270390,4.37,2501956,32.79,390524
2012/8/10,88.2,5747366,22.785,13512020,48.0544,1603792,295.39,579892,,,,,47.3233,1460128,34.09,413596,30.39,15298009,4.45,3927564,32.88,427611
2012/8/9,87.15,6023788,22.555,18179676,47.8962,2494238,297.2,387256,,,,,47.5561,1072818,34.41,160697,30.7,1426607,4.58,2803749,33.03,577530
2012/8/8,87.53,14426244,22.645,16629464,47.8746,3203673,298.05,572207,,,,,47.8784,1139088,34.51,287482,30.73,1266997,4.54,1913199,33.18,497608
2012/8/7,89.01,5342231,22.655,25046508,48.2557,2785865,304.41,970541,,,,,47.5561,1379100,34.7,445068,30.46,966163,4.55,2184872,33.23,519279
2012/8/6,89.69,3490116,21.74,19915806,48.4067,2391298,291.81,700937,,,,,47.3054,1225657,34.33,368022,29.97,1511058,4.54,1695654,32.93,642602
2012/8/3,89.59,4872977,21.955,24474218,48.5577,4717639,297.65,1371401,,,,,46.9651,1098900,34.46,589407,29.87,995920,4.49,1826097,33.38,897037
2012/8/2,89.59,4332622,21.58,30760630,47.2131,4110026,283.77,911881,,,,,45.8458,1252619,33.56,507950,29.44,1950159,4.47,1444718,33.13,448944
2012/8/1,89.43,4133515,21.89,33428386,46.4221,3786844,280.67,777314,,,,,45.9264,1445434,33.73,485325,29.67,1358067,4.52,968920,32.91,698382
2012/7/31,89.36,4598365,22.64,30430136,46.6235,5563774,292.33,658237,,,,,45.8279,1181705,34.14,590082,30.28,1474511,4.59,1274543,33.52,670748
2012/7/30,89.33,4431516,23.44,17497376,47.7452,3237798,291.13,926286,,,,,46.4278,1430112,33.9,400781,30.53,2133563,4.59,1970568,33.62,729440
2012/7/27,89.19,5934041,23.735,56951402,47.9825,4154058,296.08,1311835,,,,,46.5532,2067995,33.85,531757,30.12,2244958,4.55,1552294,33.89,1408677
2012/7/26,89,4517535,26.2025,28380380,46.8176,3783440,289.86,1145097,,,,,45.6578,2150164,33.74,541862,30.83,5433901,4.48,2308522,33.075,2380945
2012/7/25,88.04,4262160,25.205,13160164,45.6671,3336124,296.48,932778,,,,,43.9206,923421,33.37,890639,31.8,1898185,4.43,1397725,30.38,890714
2012/7/24,88.06,7037218,25.24,12081246,45.1278,3193271,294.31,1926997,,,,,44.055,1823381,32.96,1474248,31.52,1353995,4.405,1952144,30.44,649722
2012/7/23,88.94,12132183,25.3,21168342,45.3867,4952102,306.01,1818543,,,,,44.6818,1607422,31.99,968625,31.81,2442534,4.51,2258979,30.92,874692
2012/7/20,91.58,7272093,25.98,23472778,46.7026,9149306,316.98,9797969,,,,,45.7563,1379754,32.69,638013,33.21,2321246,4.62,2501819,31.87,1197714
2012/7/19,92.76,7432241,27.1,10426380,47.3569,12531292,403.86,1334277,,,,,46.6427,1258225,33.24,534129,34.66,826060,4.725,1224542,32.39,579202
2012/7/18,92.22,5963099,26.65,11023228,47.134,6785434,398.06,381795,,,,,46.0965,1240546,32.99,1117966,34.05,1109038,4.77,2055087,32.42,421085
2012/7/17,91.89,3754155,26.865,8471062,46.3143,5467702,398.91,630545,,,,,45.9264,1206912,32.18,685035,34.47,1550757,4.79,2110460,32.33,460258
2012/7/16,91.65,3601297,26.45,9318690,46.0482,3788778,394.34,571099,,,,,45.0578,1110482,31.24,471527,35.39,1603005,4.75,1212155,32.16,1444617
2012/7/13,92.29,6169940,26.805,11089460,46.5372,4606960,392.37,780091,,,,,44.9683,2023590,31.81,654917,34.71,952845,4.765,1601198,31.87,397117
2012/7/12,91.93,11741846,26.34,10980614,45.4011,7856753,383.53,512187,,,,,44.9504,2040785,30.72,522478,33.87,1915868,4.76,2093512,31.44,435893
2012/7/11,89.53,6231544,26.08,8699982,44.5454,5806368,380.47,423134,,,,,45.1116,962164,30.52,294437,33.75,1159119,4.69,3483651,31.6,393456
2012/7/10,90.25,6615551,26.17,10559146,45.3364,4437916,379.89,652295,,,,,45.3623,1333332,30.57,423335,33.88,2123060,4.58,2955457,31.55,681647
2012/7/9,89.8,3784991,26.195,9328556,45.6384,4950926,386.7,747342,,,,,45.604,1122821,30.74,344147,34.04,847250,4.67,1820346,31.55,609586
2012/7/6,89.66,4533163,25.985,12096146,46.681,3969765,383.49,417724,,,,,45.4787,1189437,30.47,351866,34.48,469305,4.76,1314637,31.68,694624
2012/7/5,89.3,5794315,26.2,8752260,46.5588,4653417,382.86,453411,,,,,46.4547,1924484,30.83,420477,34.65,850316,4.76,1806227,32.04,732652
2012/7/3,88.58,4604817,25.97,9112928,45.437,3561754,380.37,311900,,,,,45.8995,818504,30.89,188194,34.3,466165,4.74,1269730,32.19,334903
2012/7/2,88.08,5088436,26.395,10270774,45.9835,3201457,383.46,872490,,,,,45.407,1504258,30.95,471631,34.19,980776,4.69,3179801,32.02,691021
2012/6/29,88.53,6364843,26.66,16994142,46.3215,8758112,379.95,1099070,,,,,45.3354,1878447,30.91,650418,34.34,1919325,4.72,3426540,31.96,1293041
2012/6/28,88.18,4926170,26.045,15652092,45.9404,4208410,376.95,1658155,,,,,44.055,2392290,29.9,565810,33.72,1974346,4.57,5636517,31.09,1764763
2012/6/27,88.33,5941094,26.375,14017614,46.4725,2635316,391.78,1977371,,,,,44.3146,2386641,29.66,885708,34.84,1608964,4.48,2751694,30.06,1068334
2012/6/26,89.1,4489171,26.975,9467204,47.0693,2423142,415.41,283122,,,,,44.7982,2456571,29.15,588177,35.74,1419265,4.46,1643149,30.2,740847
2012/6/25,88.12,4524910,26.6475,10006312,46.9542,2928270,411.85,312889,,,,,44.3594,2521248,29.34,402965,34.94,1086098,4.46,1303293,30.065,941753
2012/6/22,88.35,5336910,27.32,9153332,47.5367,3557256,415.48,345095,,,,,44.8071,4659923,29.52,1632838,34.72,6389703,4.54,2401867,30.74,694769
2012/6/21,87.64,5762683,27.035,12380384,46.7457,2998486,410.06,370916,,,,,45.1205,2922535,28.75,415437,35.21,2238072,4.51,1775738,30.625,769567
2012/6/20,88.65,7917742,27.82,14969890,47.623,4745055,417.5,440903,,,,,46.0697,1814005,29.53,672063,36.57,1274188,4.57,1500626,31.2,1167125
2012/6/19,89.6,7601536,27.56,15032424,48.3564,4950829,416.54,375678,,,,,46.1055,2212474,30.17,676881,36.78,2146575,4.565,1775144,31.73,911197
2012/6/18,90.24,6343516,27.09,15917628,47.3138,3156869,414.46,521525,,,,,46.2129,1749036,29.72,494979,35.9,1750923,4.57,2009127,31.84,579943
